"type","label","hidden","current_path","proposed_path","decision","priority","rationale","replacement","courses","local_examples","evidence_scope","placement","source"
"sz_g2d_every_seconds","A cada %1 segundos","false","Jogo 2D > ⏱️ Tempo e repetição","Tempo > Quadros e intervalos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Corre Dino","Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Chuva de Meteoros | Muralha do Reino | Duelo de Heróis | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui","triagem editorial do catálogo; uso externo não medido","loop-periodic","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:236"
"sz_g2d_after_seconds","Depois de %1 segundos","false","Jogo 2D > ⏱️ Tempo e repetição","Tempo > Quadros e intervalos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Batalha de Monstrinhos","triagem editorial do catálogo; uso externo não medido","loop-periodic","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:250"
"sz_g2d_draw_score","Mostrar placar %1 valor %2 em x %3 y %4 cor %5 tamanho %6","false","Jogo 2D > 🏆 Placar e HUD","Vida e placar > Indicadores e texto na tela","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Quiz de números | Pegue a moeda | Pong | Plataforma com inimigos | Jogo desenhado por código | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Duelo de Heróis | Portas do Castelo | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui | Guerra de Gorilas | Guerra de Gorilas vs Robô | Equilibrista | Balão | Aventura com câmera","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:266"
"sz_g2d_draw_label","Escrever %1 em x %2 y %3 cor %4 tamanho %5 alinhado %6","false","Jogo 2D > 🏆 Placar e HUD","Vida e placar > Indicadores e texto na tela","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Quiz de números | Herói que anda | Mini plataforma | Jogo desenhado por código | Sala com paredes | Batalha de Monstrinhos | Muralha do Reino | Escalada do Guerreiro | Portas do Castelo | Treinador de Criaturas | Balão | Aventura com câmera","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:284"
"sz_g2d_draw_hearts","Desenhar %1 vidas (corações) em x %2 y %3 tamanho %4 cor %5","true","","Compatibilidade > Blocos históricos","MANTER COMPATIBILIDADE","P1","Compatibilidade já existente; conservar registro, codec e comportamento para projetos históricos.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:311"
"sz_g2d_draw_bar","Barra de %1 / %2 em x %3 y %4 largura %5 altura %6 cor %7","false","Jogo 2D > 🏆 Placar e HUD","Vida e placar > Indicadores e texto na tela","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Batalha de Monstrinhos | Duelo de Heróis | Treinador de Criaturas | Balão","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:329"
"sz_g2d_set_stage_description","Descrever o jogo para leitor de tela %1","false","Jogo 2D > 📺 Telas e cenas","Jogo e telas > Telas e partida","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Corre Dino","Chuva de números | Quiz de números | Pegue a moeda | Cenário do meu desenho | Pong | Herói que anda | Mini plataforma | Plataforma com inimigos | Jogo desenhado por código | Sala com paredes | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui | Guerra de Gorilas | Guerra de Gorilas vs Robô | Equilibrista | Balão | Aventura com câmera","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:350"
"sz_g2d_set_scene","Ir para a tela %1","false","Jogo 2D > 📺 Telas e cenas","Jogo e telas > Telas e partida","AJUSTAR","P0","Separar estado atual da partida e desenho da interface; set_scene não pausa automaticamente simulação, temporizadores ou entradas.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Quiz de números | Pegue a moeda | Pong | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui | Guerra de Gorilas | Guerra de Gorilas vs Robô | Equilibrista | Balão","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:367"
"sz_g2d_scene_is","a tela atual é %1 ?","false","Jogo 2D > 📺 Telas e cenas","Jogo e telas > Telas e partida","AJUSTAR","P0","Separar estado atual da partida e desenho da interface; set_scene não pausa automaticamente simulação, temporizadores ou entradas.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Quiz de números | Pegue a moeda | Pong | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui | Guerra de Gorilas | Guerra de Gorilas vs Robô | Equilibrista | Balão","catálogo e inspeção direcionada; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:377"
"sz_g2d_show_image_screen","Mostrar a tela com a imagem %1","false","Jogo 2D > 📺 Telas e cenas","Jogo e telas > Telas e partida","AJUSTAR","P0","Separar estado atual da partida e desenho da interface; set_scene não pausa automaticamente simulação, temporizadores ou entradas.","","","","catálogo e inspeção direcionada; uso externo não medido","loop-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:385"
"sz_g2d_show_screen","Mostrar tela com título %1 subtítulo %2 dica %3 fundo %4","false","Jogo 2D > 📺 Telas e cenas","Jogo e telas > Telas e partida","AJUSTAR","P0","Separar estado atual da partida e desenho da interface; set_scene não pausa automaticamente simulação, temporizadores ou entradas.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Quiz de números | Pegue a moeda | Pong | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui | Guerra de Gorilas | Guerra de Gorilas vs Robô | Equilibrista | Balão","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:397"
"sz_g2d_restart","Reiniciar o jogo","false","Jogo 2D > 📺 Telas e cenas","Jogo e telas > Telas e partida","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Quiz de números | Pegue a moeda | Pong | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui | Guerra de Gorilas | Guerra de Gorilas vs Robô | Equilibrista | Balão","triagem editorial do catálogo; uso externo não medido","[object Object]","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:414"
"sz_g2d_starfield","Desenhar fundo de estrelas (velocidade %1)","false","Jogo 2D > 🚀 Kit espaço","Cenários > Fundos","MANTER / REORGANIZAR","P1","Fundos devem ser descobertos pelo propósito; kits mantêm atalhos. Configurar fundo e desenhá-lo são operações distintas.","","Desafio primeiro jogo","Nave contra Asteroides | Asteroides clássico | Chuva de Meteoros","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:439"
"sz_g2d_drag_x","Mover o sprite %1 com o dedo/mouse (só na horizontal)","false","Jogo 2D > 🕹️ Movimento","Movimento > Movimentos prontos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Chuva de números | Nave contra Asteroides","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:451"
"sz_g2d_setup_stage","Preparar o jogo em tela cheia, tela %1 × %2, fundo %3","false","Jogo 2D > ✨ Aparência","Jogo e telas > Preparar a área do jogo","AJUSTAR","P0","Separar resolução lógica e ocupação da janela; preservar coordenadas e padrões. Preparação não pertence à aparência de um sprite.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Quiz de números | Pegue a moeda | Cenário do meu desenho | Pong | Herói que anda | Mini plataforma | Plataforma com inimigos | Jogo desenhado por código | Sala com paredes | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui | Guerra de Gorilas | Guerra de Gorilas vs Robô | Equilibrista | Balão | Aventura com câmera","catálogo e inspeção direcionada; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:462"
"sz_g2d_setup_full","Preparar o jogo para ocupar a tela toda, fundo %1","false","Jogo 2D > ✨ Aparência","Jogo e telas > Preparar a área do jogo","AJUSTAR","P0","Separar resolução lógica e ocupação da janela; preservar coordenadas e padrões. Preparação não pertence à aparência de um sprite.","","","","catálogo e inspeção direcionada; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:478"
"sz_g2d_fit_screen","Fazer a tela preencher %1% da janela (mantendo a proporção)","false","Jogo 2D > ✨ Aparência","Jogo e telas > Preparar a área do jogo","AJUSTAR","P0","Separar resolução lógica e ocupação da janela; preservar coordenadas e padrões. Preparação não pertence à aparência de um sprite.","","","Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Batalha de Monstrinhos | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui | Guerra de Gorilas | Guerra de Gorilas vs Robô | Equilibrista | Balão","catálogo e inspeção direcionada; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:492"
"sz_g2d_spawn_bullet","Criar tiro no grupo %1 em x %2 y %3 raio %4 cor %5 vx %6 vy %7","false","Jogo 2D > 📦 Muitos","Grupos > Criar e percorrer","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Desafio primeiro jogo","Plataforma com inimigos | Chuva de Meteoros | Muralha do Reino | Reino Zero","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:505"
"sz_g2d_arrows_x","Mover o sprite %1 com as setas <- -> (velocidade %2)","false","Jogo 2D > 🕹️ Movimento","Movimento > Movimentos prontos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Desafio primeiro jogo","Chuva de números | Escalada do Guerreiro | Portas do Castelo | Vale Ensolarado","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:525"
"sz_g2d_blink","Fazer o sprite %1 piscar por %2 quadros","false","Jogo 2D > ✨ Aparência","Desenho e efeitos > Efeitos","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Batalha de Monstrinhos | Treinador de Criaturas","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:540"
"sz_g2d_define_shape","Desenhar a figura %1 assim:","false","Jogo 2D > 🎨 Desenho","Desenho e efeitos > Figuras","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Jogo desenhado por código | Batalha de Monstrinhos | Aventura do Herói | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui","triagem editorial do catálogo; uso externo não medido","mold-declaration","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:557"
"sz_g2d_create_shape_sprite","Criar sprite %1 em x %2 y %3 largura %4 altura %5 com a figura %6","false","Jogo 2D > 🎨 Desenho","Sprites > Criar e trocar aparência","MANTER / REORGANIZAR","P1","Criação de sprite com figura e troca de figura ficam junto das imagens; definir a figura continua em desenho.","","","Jogo desenhado por código | Batalha de Monstrinhos | Aventura do Herói | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Reino Zero | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui","catálogo e inspeção direcionada; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:572"
"sz_g2d_set_shape","Trocar a figura do sprite %1 para %2","false","Jogo 2D > 🎨 Desenho","Sprites > Criar e trocar aparência","MANTER / REORGANIZAR","P1","Criação de sprite com figura e troca de figura ficam junto das imagens; definir a figura continua em desenho.","","","Reino Zero","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:591"
"sz_g2d_paint_rect","Desenhar retângulo em x %1 y %2 largura %3 altura %4 cor %5","false","Jogo 2D > 🎨 Desenho","Desenho e efeitos > Figuras","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Jogo desenhado por código | Batalha de Monstrinhos | Aventura do Herói | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Portas do Castelo | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:605"
"sz_g2d_paint_circle","Desenhar círculo em x %1 y %2 raio %3 cor %4","false","Jogo 2D > 🎨 Desenho","Desenho e efeitos > Figuras","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Jogo desenhado por código | Batalha de Monstrinhos | Aventura do Herói | Mundo Pirata | Safári de Monstros | Muralha do Reino | Escalada do Guerreiro | Duelo de Heróis | Vale Ensolarado | Vila Ninja | Treinador de Criaturas | Sobrevivente | Fazenda Feliz | Herói que Evolui","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:622"
"sz_g2d_paint_ellipse","Desenhar oval em x %1 y %2 largura %3 altura %4 cor %5","false","Jogo 2D > 🎨 Desenho","Desenho e efeitos > Figuras","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Batalha de Monstrinhos | Mundo Pirata","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:638"
"sz_g2d_paint_triangle","Desenhar triângulo em (%1, %2) (%3, %4) (%5, %6) cor %7","false","Jogo 2D > 🎨 Desenho","Desenho e efeitos > Figuras","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Batalha de Monstrinhos | Aventura do Herói | Safári de Monstros | Muralha do Reino | Vale Ensolarado | Vila Ninja | Treinador de Criaturas","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:655"
"sz_g2d_paint_line","Desenhar linha de x %1 y %2 até x %3 y %4 cor %5 espessura %6","false","Jogo 2D > 🎨 Desenho","Desenho e efeitos > Figuras","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:674"
"sz_g2d_shape_w","a largura da figura","false","Jogo 2D > 🎨 Desenho","Desenho e efeitos > Figuras","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:692"
"sz_g2d_shape_h","a altura da figura","false","Jogo 2D > 🎨 Desenho","Desenho e efeitos > Figuras","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:700"
"sz_g2d_create_ship","Criar nave %1 em x %2 y %3 largura %4 altura %5, cor do corpo %6 cor das asas %7","false","Jogo 2D > 🚀 Kit espaço","Kits prontos > Espaço","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Desafio primeiro jogo","Nave contra Asteroides | Asteroides clássico | Chuva de Meteoros","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:707"
"sz_g2d_spawn_asteroid","No grupo %1 criar um asteroide em x %2 y %3 tamanho %4 cor %5 com vx %6 vy %7","false","Jogo 2D > 🚀 Kit espaço","Kits prontos > Espaço","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Desafio primeiro jogo","Nave contra Asteroides | Chuva de Meteoros","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:727"
"sz_g2d_explode","Soltar explosão no sprite %1 cor %2","false","Jogo 2D > 🚀 Kit espaço","Desenho e efeitos > Partículas","MANTER / REORGANIZAR","P1","Explosão é efeito genérico usado também no Corre Dino; o kit Espaço pode oferecer atalho.","","Corre Dino | Desafio primeiro jogo","Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Chuva de Meteoros | Mundo Pirata | Muralha do Reino | Duelo de Heróis | Reino Zero | Guerra de Gorilas | Guerra de Gorilas vs Robô | Balão","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:747"
"sz_g2d_play_shoot","Tocar som de tiro","false","Jogo 2D > 🚀 Kit espaço","Som > Efeitos prontos","CONSOLIDAR EM PRESET","P1","playFx já despacha os mesmos helpers; kits podem oferecer o mesmo bloco com opção preenchida. IDs e parsers antigos continuam aceitos.","sz_g2d_play_fx (opção equivalente)","Desafio primeiro jogo","Nave contra Asteroides | Asteroides clássico | Chuva de Meteoros | Sobrevivente","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:761"
"sz_g2d_play_explosion","Tocar som de explosão","false","Jogo 2D > 🚀 Kit espaço","Som > Efeitos prontos","CONSOLIDAR EM PRESET","P1","playFx já despacha os mesmos helpers; kits podem oferecer o mesmo bloco com opção preenchida. IDs e parsers antigos continuam aceitos.","sz_g2d_play_fx (opção equivalente)","Desafio primeiro jogo","Nave contra Asteroides | Asteroides clássico | Chuva de Meteoros | Muralha do Reino | Sobrevivente","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:771"
"sz_g2d_on_sprite_group_overlap","Para cada sprite do grupo %1 que colidir com o sprite %2","false","Jogo 2D > 💥 Colisões","Colisões > Encostar e bloquear","AJUSTAR","P0","Distinguir evento ao começar, pergunta sobre agora e varredura a cada quadro; preservar ordem dos callbacks e remoção durante iteração.","","Corre Dino | Desafio primeiro jogo","Chuva de números | Plataforma com inimigos | Nave contra Asteroides | Asteroides clássico | Dino Run | Dino Corredor | Aventura do Herói | Chuva de Meteoros | Mundo Pirata | Safári de Monstros | Muralha do Reino | Reino Zero | Vale Ensolarado | Vila Ninja | Sobrevivente | Herói que Evolui | Aventura com câmera","catálogo e inspeção direcionada; uso externo não medido","loop-command","packages/studio/src/official-extensions/game-2d/blockCatalogGroups.ts:781"
"sz_g2d_jump_on_ground","Fazer o sprite %1 pular na tela (a borda é chão), força %2","false","Jogo 2D > 🕹️ Movimento","Movimento > Plataforma","AJUSTAR","P0","Manter chão na borda, terreno confirmado e controlador clássico com gravidade própria separados; oferecer receitas de combinações válidas.","","","","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:10"
"sz_g2d_create_dino","Criar dinossauro %1 em x %2 y %3 tamanho %4 cor %5","false","Jogo 2D > 🦕 Kit dino","Kits prontos > Dino","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Corre Dino","Dino Run | Dino Corredor","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:27"
"sz_g2d_control_dino","Controlar o dinossauro %1, força do pulo %2","false","Jogo 2D > 🦕 Kit dino","Kits prontos > Dino","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Corre Dino","Dino Run | Dino Corredor","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:45"
"sz_g2d_spawn_obstacle","No grupo %1 criar obstáculo %2 em x %3 tamanho %4 com vx %5","false","Jogo 2D > 🦕 Kit dino","Kits prontos > Dino","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","Corre Dino","Dino Run | Dino Corredor","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:60"
"sz_g2d_spawn_egg","No grupo %1 criar um ovo (bônus) em x %2 y %3 com vx %4","false","Jogo 2D > 🦕 Kit dino","Kits prontos > Dino","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Dino Run","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:87"
"sz_g2d_forest","Desenhar fundo de floresta (velocidade %1)","false","Jogo 2D > 🦕 Kit dino","Cenários > Fundos","MANTER / REORGANIZAR","P1","Fundos devem ser descobertos pelo propósito; kits mantêm atalhos. Configurar fundo e desenhá-lo são operações distintas.","","Corre Dino","Dino Run | Dino Corredor","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:104"
"sz_g2d_play_jump","Tocar som de pulo","false","Jogo 2D > 🦕 Kit dino","Som > Efeitos prontos","CONSOLIDAR EM PRESET","P1","playFx já despacha os mesmos helpers; kits podem oferecer o mesmo bloco com opção preenchida. IDs e parsers antigos continuam aceitos.","sz_g2d_play_fx (opção equivalente)","Corre Dino","Equilibrista","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:116"
"sz_g2d_play_dino_hurt","Tocar som de dano","false","Jogo 2D > 🦕 Kit dino","Som > Efeitos prontos","CONSOLIDAR EM PRESET","P1","playFx já despacha os mesmos helpers; kits podem oferecer o mesmo bloco com opção preenchida. IDs e parsers antigos continuam aceitos.","sz_g2d_play_fx (opção equivalente)","","Dino Run","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:126"
"sz_g2d_play_collect","Tocar som de coletar","false","Jogo 2D > 🦕 Kit dino","Som > Efeitos prontos","CONSOLIDAR EM PRESET","P1","playFx já despacha os mesmos helpers; kits podem oferecer o mesmo bloco com opção preenchida. IDs e parsers antigos continuam aceitos.","sz_g2d_play_fx (opção equivalente)","","Dino Run | Equilibrista","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:136"
"sz_g2d_steer_thrust","Controlar o sprite %1 como nave, velocidade %2 giro %3","false","Jogo 2D > 🕹️ Movimento","Movimento > Movimentos prontos","AJUSTAR","P1","Comportamentos diferentes: movimento direto, inércia, água, impulso e nave. Nomear o efeito físico e controles; não fundir por semelhança visual.","","","Asteroides clássico","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:148"
"sz_g2d_rotate_sprite","Girar o sprite %1 em %2 graus","false","Jogo 2D > 🕹️ Movimento","Movimento > Direção e distância","MANTER / REORGANIZAR","P1","Agrupar o alvo e as medidas do movimento; manter operações distintas.","","","Reino Zero","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:164"
"sz_g2d_point_sprite","Apontar o sprite %1 para %2 graus","false","Jogo 2D > 🕹️ Movimento","Movimento > Direção e distância","MANTER / REORGANIZAR","P1","Agrupar o alvo e as medidas do movimento; manter operações distintas.","","","","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:179"
"sz_g2d_thrust","Impulsionar o sprite %1 para a frente, força %2","false","Jogo 2D > 🕹️ Movimento","Movimento > Direção e distância","MANTER / REORGANIZAR","P1","Agrupar o alvo e as medidas do movimento; manter operações distintas.","","","","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:194"
"sz_g2d_apply_friction","Frear o sprite %1 aos poucos (atrito %2)","false","Jogo 2D > 🕹️ Movimento","Movimento > Direção e distância","MANTER / REORGANIZAR","P1","Agrupar o alvo e as medidas do movimento; manter operações distintas.","","","","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:209"
